Column1,Date,ISO,Key phrases,Language,Name,Reviews,Sum of Score sentiment,Sentiment
298,2014-08-19 00:00:00,en,"Roberto's place, adults, flexible person, real pleasure, local attractions, view, terrace, children, apartment, host, bathroom, kitchen",English,Alex,"Staying at Roberto's place was a real pleasure! The host is very warm, helpful and flexible person. The apartment is absolutely new - very clean and comfortable for two adults and two children. The bathroom is well equipped, and so is the kitchen. The view from the terrace is absolutely breathtaking. The place is quiet and yet pretty close to local attractions. Highly recommended!",100.0%,Positive
299,2014-08-06 00:00:00,en,"generous hosts, garden, Roberto, young kids, airbnb hosts, complete strangers, Riva, pedestrian, pasta, home, sister, block, emails, problem, fresh lettuce, amazing time, large park, bike, path, Garda, pesto, yard, messages, travel crib, dad, parents, hours, lake, apartment",English,Erin,"We had the most amazing time staying here in Riva del Garda. Roberto is amazingly responsive to all emails and messages. Many other airbnb hosts are not too responsive after you book, but Roberto always responded in less than 24 hours. Truly wonderful. His parents who live below were so generous and gave us some fresh lettuce from the garden, and his sister gave us some pasta and home made pesto! They are such caring and generous hosts to complete strangers! The dad showed me the garden, and they had no problem with the two young kids playing in their back yard. There is a large park for kids less than a block away, and a pedestrian and bike only path that brings you right to the lake! They also provided a travel crib for us to use. I would definitely recommend this apartment!",100.0%,Positive
300,2014-07-30 00:00:00,it,"Roberto disponibilissimo, soggiorno chez Roberto, Flat newly refurbished with an amazing terrace and, fully equipped kitchen, lettini, gran terrazzo, tavolo, We had, great stay, Cucina, appartamento, zecca, canyoning, cene",Italian,Bruno,"Ottimo soggiorno chez Roberto! We had a great stay! Flat newly refurbished with an amazing terrace and a fully equipped kitchen! L'appartamento è bellissimo e nuovo di zecca. Cucina ben attrezzata, un gran terrazzo con lettini per il sole e tavolo per cene all'aperto. Roberto disponibilissimo e accogliente, chiedetegli anche del canyoning... conosce quello giusto. We'll be back...",66.4%,Neutral
301,2014-07-27 00:00:00,en,"restaurants, father, lovely view, area, lake, apartment, Roberto, balcony, bike",English,Mary,Roberto and his father were both very helpful. The apartment was great and had everything we needed. The area is nice and quiet but it is easy to access the lake and restaurants especially if you have a bike. The balcony is very big and has a lovely view. We will return.,99.9%,Positive
302,2014-07-07 00:00:00,de,"Haus, Hidden by Airbnb, Laden, SMS, viertel, erreichen, Monte Brione, Brötchen, Wanderweg, Fußweg, Roberto, Appartement, Roberts Wohnung, riesige Balkon, Vater, Erdgeschoss, Riva, neu, Gardasee, Fall",German,Christina,"Wir wahren für eine Woche in Riva und wir waren begeistert von Roberts Wohnung! Das Haus ist wunderschön und das Appartement sieht aus wie neu. Besonders der riesige Balkon hat uns Gefallen ;-). Bis zum Gardasee ist es eine gute viertel Stunde Fußweg und ein kleiner Laden in dem man Brötchen und sonstiges bekommt ist nur 50m entfernt. Roberto war ständig über (Hidden by Airbnb) oder SMS zu erreichen und ständig hilfsbereit, genau wie sein Vater der im Erdgeschoss wohnt. Der Wanderweg zum Monte Brione beginnt praktisch am Haus. Wir werden auf jeden Fall wieder kommen!",60.2%,Neutral
303,2014-06-26 00:00:00,en,"nice large garden, lovely view of Riva, walking distance, city centre, little store, relaxing area, parents, town, mountains, good restaurants, stone's, apartment, terrace, relaxation, day, world, street, supermarket, beach, house, laundry capabilities, Location, kids",English,Ulrik,"Location is great. Calm and relaxing area, but still within walking distance to the city centre and the beach. The house is fantastic with a very nice large garden and a lovely view of Riva and the mountains. Roberto and his parents must be the friendliest and nicest in the world. Two good restaurants just a stone's throw away. There is a supermarket in town, but the little store on the same street has most of what you need. The apartment is so fresh and well-designed. Having three kids, we really appreciated the laundry capabilities. The terrace was used for relaxation every day.",100.0%,Positive
304,2014-06-22 00:00:00,de,"Roberto, Haus, Tolle Wohnung, Sonne, Gigi, Perfekt, tolle Gastgeber, toller Balkon, Bike Touren, Ecke Morgens Brötchen, Riva del Garda, per SMS, Hidden by Airbnb, Bäcker, Rive, Einkaufstipps, Essen, Saison, Betrieb, Laden, nächste Mal, Garten, Hotels, ähnliches, Nähe, Gruß Johannes, Marilena, Carnesalda, Wein, neu, Keller, Abends, Vater, Eltern, Lage, Salat, Parkplatz, Straße, Ferienwohnung, Plausch, Urlaub",German,Johannes,"Tolle Wohnung, toller Balkon und tolle Gastgeber.  Die Wohnung ist die erste Saison in Betrieb und alles ist neu und richtig sauber. Unten im Haus wohnen die Eltern von Roberto und oben ist die Ferienwohnung.  Auf dem Balkon hat man im Juni von Morgens um 10Uhr bis Abends um 20Uhr Sonne. Länger gibt es in Riva del Garda glaub ich nirgendwo Sonne :-) Roberto ist sehr hilfsbereit und hat immer Tipps zum Essen gehen oder Bike Touren etc. parat. Da er selbst nicht im Haus wohnt, auch per SMS oder (Hidden by Airbnb) . Ebenfalls erwähnenswert der Vater von Roberto, Gigi. Er ist immer für ein Plausch zu haben, hat uns ein Salat aus dem Garten geschenkt und hatte auch Einkaufstipps für Carnesalda und Wein parat.  Die Bike konnte wir bei Gigi im Keller sicher einschließen. Parkplatz direkt vor dem Haus an der Straße, die so gut wie nicht befahren ist. Die Lage ist absolut ruhig und nicht touristisch, einfach perfekt um zu entspannen. Keine Hotels oder ähnliches in der Nähe. Dafür gibt es bei Laden um die Ecke Morgens Brötchen vom Bäcker aus Rive.  Perfekt, wenn wir das nächste Mal nach Riva komme, dann sehr gerne wieder zu Roberto. Wäre schön, wenn Urlaub überall so wäre. Gruß Johannes und Marilena",54.7%,Negative
305,2014-06-12 00:00:00,en,"nice walk, quiet neighborhood, mother, favorite stay, trip, Italy, minutes, great view, town, terrace, apartment, Roberto",English,Andrea," This was our favorite stay of our trip through Italy! Roberto (and his mother) were very welcoming, charming and helpful. The apartment was in a quiet neighborhood and truly lovely and new. The terrace was outstanding and provided a great view. We were able to walk to the town in about 15 minutes or so - a nice walk.",100.0%,Positive
306,2014-05-23 00:00:00,en,"reservation, days, arrival, automated posting",English,Sergey,The reservation was canceled 20 days before arrival. This is an automated posting.,50.0%,Negative
307,2014-05-19 00:00:00,en,"terrace - check, centre of Riva, location, restaurants, Garda, clean - WLAN, arrival, apartment, Thanks",English,Jochen,"Everything was great. - arrival / check-in - location (close to centre of Riva del Garda, restaurants, ...) - clean - WLAN - terrace - check-out I can really recommend this apartment! Thanks for everything.",100.0%,Positive
308,2014-05-02 00:00:00,en,"Roberto, huge balcony, notch, great view, excellent host, best options, late arrival, apartman, minutes, area, kind, downtown",English,Vince,"Staying at Roberto was simply fantastic. The apartman is top notch, with huge balcony and great view. It's recently renovated, so everything is new, clean and modern! The downtown is only a few minutes of walk away, yet the area is very quiet. Roberto was an excellent host, he was very flexible with our late arrival. He was very helpful and kind. This is one of the best options to stay in Riva!",100.0%,Positive
309,2014-04-29 00:00:00,en,"nice place, awesome view, terrace, apartments, host, advice",English,Artem,"The apartments are wonderful, comfortable, clean. Very nice place, awesome view from terrace. I can advice this host to anybody.",100.0%,Positive
310,2014-04-28 00:00:00,en,"Grazie, Reception, express Roberto, parole che esprimono Roberto e sua famiglia, gentilezza e simpatia sono, parola che esprime l'appartamento, sympathy, words, Perfezione è, Professionismo, Dal parcheggio alla doccia, kindness, family, posto incredibilmente gradevole, Professionalism, Punteggio massimo, parking, shower, nice place, Maximum score, Perfection, apartment, stelle, stars",English,Luís,"Perfezione è la parola che esprime l'appartamento. Dal parcheggio alla doccia. Un posto incredibilmente gradevole. Professionismo, gentilezza e simpatia sono le parole che esprimono Roberto e sua famiglia. Punteggio massimo! Reception 5 stelle! Grazie! Grazie! Grazie! :::::::::::::::::::::::::::::::::::::::: :::::::::::::::::::::::::::::::::::::::: :::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::: :::::::::::::::::::::::::::::::::::::::: ::::::::::::::::::::::::::::::::::::::::  Perfection is the word that expresses the apartment! From the parking to the shower . A shockingly nice place. Professionalism, kindness and sympathy are the words that express Roberto and his family. Maximum score! Reception 5 stars! Thank you! Thank you! Thank you!",100.0%,Positive
311,2014-04-24 00:00:00,en,"view, huge terrace, Roberto, great hosts, apartment, feeling, home, center, walk, place",English,Mareen,Roberto is a great hosts. He was always available and helpful. The apartment is new and very nicely decorated. You will find everything you need. There is a feeling of being at home. The view from the huge terrace is fantastic. The center is not far away and you can reach it in a 10 min walk. I can really recommend this place.,100.0%,Positive
312,2014-04-21 00:00:00,de,"Zentrum, Aussicht Richtung Süden, schen Villa, Riva, Gardasee, Hidden by Airbnb, dörflichem Charakter, umliegenden Bergpanorama, wunderschönen Gebiet abseits, Terrasse, umgeben, Roberto, Olivenbäumen, Angenehmer Fußweg, Familie, idealer Ort, Entspannen",German,Sigrid,"Sehr großzügige und neue Wohnung mit großer Terrasse in einer t (Hidden by Airbnb) schen Villa mit Aussicht Richtung Süden zum Gardasee und umliegenden Bergpanorama. Gelegen in einem wunderschönen Gebiet abseits vom Zentrum von Riva mit dörflichem Charakter, umgeben von Olivenbäumen. Angenehmer Fußweg zum Zentrum und See. Ein idealer Ort zum Entspannen und Ausruhen. Wir haben einen wunderbaren Urlaub verbracht und uns bei Roberto und seiner Familie sehr wohl und willkommen gefühlt! Sigrid und Hubert",63.2%,Neutral
313,2014-04-07 00:00:00,ru,"апартаменты и помощь в организации, просьбе, пребывания в Риве, кухню в полное распоряжение, полным пониманием и вниманием, Провери наружное освещение, столами, вечеринку, столы и скамьи, саде, Наличие, сада, мега, Район спокойный, рождления, оргомная, машине, велосипедом, виллы, Терасса, Роберто, ремонт, центра",Russian,Gorazio,"Хочу поблагодарить Роберто и всю его семью на хорошие апартаменты и помощь в организации нашего пребывания в Риве. Они с полным пониманием и вниманием отнеслись к просьбе помочь организовать вечеринку по случаю моего дня рождления на 50 человек в саде их виллы. Сами заказали столы и скамьи и предоставили кухню в полное распоряжение. Провери наружное освещение над столами. Сами апартаменты реально новые-новые. Только закончился ремонт. Все на месте и работает. Терасса нереально оргомная) почти как сами апартаменты. Было бы чуть теплее и с нее просто не уйти))) Пешком до центра около 25 минут не торопясь, на машине 7 минут, велосипедом - 10-12 минут. Район спокойный, не шумный. Наличие собственного сада - это мега плюс!",50.7%,Negative
